,support,itemsets,length
134,0.3,['Genesys-PureCloud_L'],1
135,0.5666666666666667,['Cloudflare-Other_H'],1
136,0.6,['Bunny.net-CDN_H'],1
137,0.6,['Zoom.us-Zoom.Meeting_H'],1
138,0.3,['udp/25000_M'],1
139,0.3666666666666666,['udp/51560_H'],1
140,0.3,['StackPath-CDN_L'],1
141,0.5333333333333333,['Dropbox-NetBIOS.Session.Service_L'],1
142,0.3333333333333333,['udp/59544_M'],1
143,0.7,['Pinterest-Web_H'],1
144,1.0,['Apple-APNs_H'],1
145,0.3,['tcp/51400_M'],1
146,0.3333333333333333,['tcp/47328_L'],1
147,0.5333333333333333,['Zoho-NetBIOS.Session.Service_L'],1
148,0.8333333333333334,['Cisco-Webex_H'],1
149,0.3333333333333333,['tcp/4433_L'],1
150,0.8333333333333334,['Microsoft-WNS_M'],1
151,0.5,['udp/51560_M'],1
152,0.3666666666666666,['RDP_L'],1
153,0.3333333333333333,['Gigas-Gigas.Cloud_L'],1
154,0.3,['udp/60020_L'],1
155,0.3666666666666666,['eBay-Web_M'],1
156,0.5333333333333333,['VK-NetBIOS.Session.Service_L'],1
157,0.3,['Zoho-Site24x7.Monitor_H'],1
158,1.0,['Akamai-CDN_H'],1
159,0.8333333333333334,['udp/6002_H'],1
160,0.3,['udp/48252_L'],1
161,0.3333333333333333,['tcp/9876_H'],1
162,0.8,['tcp/8081_H'],1
163,0.7,['Zoho-Web_M'],1
164,0.3666666666666666,['tcp/1_M'],1
165,0.7333333333333333,['Imperva-Imperva.Cloud.WAF_M'],1
166,0.9666666666666668,['tcp/5223_H'],1
167,1.0,['tcp/8886_H'],1
168,0.9666666666666668,['DNS-DoH_DoT_H'],1
169,0.4,['Yahoo-NTP_H'],1
170,0.8666666666666667,['Cisco-Web_H'],1
171,0.4666666666666667,['MEGA-MEGA.Cloud_H'],1
172,0.3666666666666666,['KERBEROS_L'],1
173,0.6666666666666666,['ColoCrossing-ColoCrossing.Hosting.Service_H'],1
174,0.4,['Tencent-VooV.Meeting_M'],1
175,0.3333333333333333,['tcp/4000_M'],1
176,0.5666666666666667,['Zscaler-Zscaler.Cloud_H'],1
177,0.9666666666666668,['Rackspace-CDN_H'],1
178,0.3,['IPFS-IPFS.Gateway_H'],1
179,0.9666666666666668,['Cloudflare-Web_H'],1
180,0.6666666666666666,['Amazon-Web_M'],1
181,0.5,['Zendesk-Zendesk.Suite_M'],1
182,1.0,['Cloudflare-NTP_H'],1
183,1.0,['Tencent-Other_H'],1
184,1.0,['tcp/8888_H'],1
185,0.4666666666666667,['tcp/4444_H'],1
186,0.5666666666666667,['Netflix-NetBIOS.Session.Service_M'],1
187,0.3,['udp/8999_L'],1
188,0.7,['Cisco-NetBIOS.Session.Service_M'],1
189,0.3666666666666666,['Netflix-NetBIOS.Session.Service_L'],1
190,1.0,['PING_H'],1
191,0.9333333333333332,['udp/53698_H'],1
192,0.3,['udp/51033_L'],1
193,0.4333333333333333,['Zscaler-Zscaler.Cloud_M'],1
194,0.5,['Sectigo-Sectigo_M'],1
195,1.0,['Apple-NetBIOS.Session.Service_H'],1
196,0.9333333333333332,['tcp/1900_H'],1
197,0.5666666666666667,['mail.ru-NetBIOS.Session.Service_L'],1
198,0.6666666666666666,['Truecaller-Truecaller_M'],1
199,1.0,['udp/443_H'],1
200,0.4333333333333333,['Dailymotion-Web_H'],1
201,0.5666666666666667,['tcp/5555_L'],1
202,0.3,['DCE-RPC_L'],1
203,1.0,['udp/8765_H'],1
204,0.3333333333333333,['ColoCrossing-ColoCrossing.Hosting.Service_M'],1
205,0.4,['udp/54743_M'],1
206,0.3,['tcp/2083_L'],1
207,0.9,['M247-M247.Hosting.Service_H'],1
208,0.4,['TRACEROUTE_M'],1
209,0.4666666666666667,['McAfee-NetBIOS.Session.Service_L'],1
210,0.9,['Adobe-Adobe.Sign_H'],1
211,0.4666666666666667,['udp/5228_H'],1
212,0.9,['udp/25401_M'],1
213,1.0,['Tencent-DNS_H'],1
214,1.0,['MMS_H'],1
215,0.5333333333333333,['udp/52148_M'],1
216,1.0,['tcp/30192_H'],1
217,0.3,['udp/12885_L'],1
218,0.4333333333333333,['udp/50001_L'],1
219,1.0,['Cloudflare-CDN_H'],1
220,0.3,['SAMBA_M'],1
221,0.3333333333333333,['LogMeIn-NetBIOS.Session.Service_L'],1
222,0.3666666666666666,['tcp/1443_M'],1
223,1.0,['udp/39670_H'],1
224,0.5333333333333333,['SAP-HANA_L'],1
225,1.0,['Avast-Avast.Security_H'],1
226,0.7666666666666667,['udp/8993_M'],1
227,1.0,['tcp/853_H'],1
228,0.3,['FTP_L'],1
229,0.5,['eBay-NetBIOS.Session.Service_L'],1
230,0.5,['Twitter-NetBIOS.Session.Service_L'],1
231,0.4666666666666667,['Performive-Performive.Cloud_M'],1
232,0.6,['ADP-NetBIOS.Session.Service_L'],1
233,1.0,['SNMP_H'],1
234,0.3,['tcp/8013_M'],1
235,0.6666666666666666,['Adobe-NetBIOS.Session.Service_M'],1
236,0.4,['Intuit-Web_H'],1
237,0.7,['Stark.Industries-Stark.Industries.Hosting.Service_M'],1
238,0.4,['CacheFly-CDN_H'],1
239,1.0,['CDN77-CDN_H'],1
240,0.9666666666666668,['Oracle-NetBIOS.Session.Service_H'],1
241,0.4,['udp/39414_L'],1
242,0.9666666666666668,['Yahoo-Web_H'],1
243,1.0,['Alibaba-NetBIOS.Session.Service_H'],1
244,1.0,['DigiCert-OCSP_H'],1
245,0.5333333333333333,['udp/64673_H'],1
246,1.0,['Apple-NTP_H'],1
247,0.4666666666666667,['Microsoft-Azure_L'],1
248,0.7666666666666667,['SSH_M'],1
249,0.3,['Apple-ICMP_M'],1
250,0.3,['tcp/51033_M'],1
251,0.5333333333333333,['Intuit-Web_M'],1
252,1.0,['Google-DNS_H'],1
253,0.4,['udp/53735_M'],1
254,0.8666666666666667,['Microsoft-ICMP_H'],1
255,0.9666666666666668,['DHCP_H'],1
256,0.7666666666666667,['TELNET_M'],1
257,0.3,['udp/58625_L'],1
258,0.3,['mail.ru-Web_L'],1
259,0.3,['tcp/9001_L'],1
260,0.4666666666666667,['Atlassian-Atlassian.Notification_L'],1
261,0.3333333333333333,['mail.ru-NetBIOS.Session.Service_M'],1
262,0.3333333333333333,['tcp/25565_L'],1
263,0.5,['Tencent-VooV.Meeting_H'],1
264,1.0,['AnyDesk-AnyDesk_H'],1
265,0.3,['tcp/6447_M'],1
266,0.4,['tcp/1521_H'],1
267,0.4,['udp/6889_L'],1
268,0.8666666666666667,['Alibaba-Other_M'],1
269,1.0,['NIST-ITS_H'],1
270,1.0,['Adobe-Web_H'],1
271,1.0,['tcp/39670_H'],1
272,0.9666666666666668,['udp/137_H'],1
273,0.3333333333333333,['HubSpot-Web_M'],1
274,1.0,['Tencent-Web_H'],1
275,0.3666666666666666,['8443_M'],1
276,0.9333333333333332,['SSL_H'],1
277,1.0,['Microsoft-Web_H'],1
278,0.3666666666666666,['LinkedIn-NetBIOS.Session.Service_L'],1
279,0.6666666666666666,['Dell-Web_M'],1
280,1.0,['udp/5001_H'],1
281,0.9333333333333332,['tcp/34567_M'],1
282,0.4666666666666667,['udp/50002_L'],1
283,0.4666666666666667,['tcp/21909_M'],1
284,0.3333333333333333,['tcp/14433_H'],1
285,0.6666666666666666,['Alibaba-Web_M'],1
286,0.4,['Twitter-ICMP_H'],1
287,0.5666666666666667,['RSH_L'],1
288,1.0,['Microsoft-NetBIOS.Session.Service_H'],1
289,1.0,['OVHcloud-OVHcloud_H'],1
290,0.4333333333333333,['OVHcloud-OVH.Telecom_M'],1
291,0.4,['MS-SQL_L'],1
292,0.3,['GCore.Labs-CDN_M'],1
293,0.4,['Box-Web_H'],1
294,0.4666666666666667,['tcp/4443_H'],1
295,1.0,['Microsoft-Skype_Teams_H'],1
296,1.0,['ntp.org-NTP_H'],1
297,0.8333333333333334,['McAfee-Web_H'],1
298,0.4666666666666667,['udp/55559_M'],1
299,1.0,['tcp/8080_H'],1
300,0.5,['Apple-ICMP_H'],1
301,0.4333333333333333,['tcp/8088_L'],1
302,0.4,['Hurricane.Electric-Hurricane.Electric.Internet.Services_H'],1
303,0.6,['Hurricane.Electric-Hurricane.Electric.Internet.Services_M'],1
304,0.4333333333333333,['GTHost-Dedicated.Instant.Servers_M'],1
305,0.5333333333333333,['Blockchain-Crypto.Mining.Pool_H'],1
306,0.7,['SAMBA_H'],1
307,0.5333333333333333,['Malicious-Malicious.Server_M'],1
308,0.9,['udp/138_M'],1
309,0.9333333333333332,['tcp/83_H'],1
310,0.3,['tcp/58625_M'],1
311,0.8,['tcp/18920_H'],1
312,0.3,['HP-Web_H'],1
313,1.0,['LinkedIn-Web_H'],1
314,0.4,['udp/6969_M'],1
315,0.9666666666666668,['Microsoft-NTP_H'],1
316,0.8666666666666667,['Naver-Line_H'],1
317,0.5,['Bitdefender-Web_M'],1
318,0.9,['Edgio-CDN_M'],1
319,0.6666666666666666,"['tcp/8886_H', 'Amazon-Web_M']",2
320,0.4,"['MS-SQL_L', 'Dropbox-Web_H']",2
321,0.3,"['Bitdefender-Web_H', 'ADP-NetBIOS.Session.Service_L']",2
322,0.4,"['Oracle-NetBIOS.Session.Service_H', 'tcp/4460_M']",2
323,0.3,"['Shopify-Shopify_H', 'Apple-NTP_H']",2
324,0.3666666666666666,"['RDP_L', 'tcp/8181_H']",2
325,0.3666666666666666,"['tcp/5228_H', 'Sectigo-Sectigo_H']",2
326,1.0,"['Tencent-DNS_H', 'tcp/39670_H']",2
327,0.7,"['Cloudflare-Web_H', 'Pinterest-Web_H']",2
328,0.3333333333333333,"['RDP_L', 'GlobalSign-OCSP_H']",2
329,0.3666666666666666,"['Adobe-Web_H', 'tcp/1_M']",2
330,0.4666666666666667,"['DNS_H', 'Atlassian-Atlassian.Notification_L']",2
331,0.6333333333333333,"['udp/49304_H', 'Microsoft-Office365.Published_H']",2
332,0.8333333333333334,"['Cisco-Web_H', 'tcp/8181_H']",2
333,0.3333333333333333,"['udp/9803_M', 'tcp/4460_M']",2
334,0.9333333333333332,"['tcp/43133_M', 'SSL_H']",2
335,0.4333333333333333,"['Citrix-Web_H', 'HP-Web_M']",2
336,0.3,"['SMB_H', 'GCore.Labs-CDN_M']",2
337,0.4333333333333333,"['SSL_H', 'udp/50001_L']",2
338,0.3666666666666666,"['ServiceNow-NetBIOS.Session.Service_M', 'Twitter-NetBIOS.Session.Service_L']",2
339,0.3,"['udp/55901_H', 'Valve-Steam_H']",2
340,0.3666666666666666,"['tcp/6881_M', 'Citrix-Web_H']",2
341,0.5333333333333333,"['DHCP_H', 'Cloudflare-DNS_H']",2
342,0.3,"['ColoCrossing-ColoCrossing.Hosting.Service_H', 'udp/58899_L']",2
343,0.4666666666666667,"['Imperva-Imperva.Cloud.WAF_M', 'Stark.Industries-Stark.Industries.Hosting.Service_M']",2
344,0.9,"['SSL_H', 'tcp/8181_H']",2
345,0.5,"['CDN77-CDN_H', 'Twitter-NetBIOS.Session.Service_L']",2
346,0.3333333333333333,"['udp/138_M', 'udp/39414_L']",2
347,0.6333333333333333,"['SAMBA_H', 'udp/138_M']",2
348,0.4333333333333333,"['udp/5001_H', 'RSH_M']",2
349,0.4333333333333333,"['udp/5001_H', 'udp/50001_L']",2
350,0.3333333333333333,"['Pinterest-Web_H', 'SIP_L']",2
351,0.8,"['DHCP_H', 'tcp/8081_H']",2
352,0.4333333333333333,"['Microsoft-NetBIOS.Session.Service_H', 'Sectigo-Sectigo_H']",2
353,1.0,"['tcp/39670_H', 'udp/39670_H']",2
354,0.4666666666666667,"['Nutanix-Nutanix.Cloud_M', 'tcp/8728_M']",2
355,0.4,"['udp/5683_L', 'Microsoft-Outlook_H']",2
356,0.5,"['Google-DNS_H', 'Tencent-VooV.Meeting_H']",2
357,0.3333333333333333,"['Sectigo-Sectigo_M', 'mail.ru-NetBIOS.Session.Service_L']",2
358,0.9666666666666668,"['udp/8765_H', 'Oracle-Oracle.Cloud_H']",2
359,0.3,"['Edgio-CDN_M', 'GCore.Labs-CDN_M']",2
360,0.3333333333333333,"['RDP_M', 'Microsoft-Outlook_H']",2
361,0.3,"['Microsoft-ICMP_H', 'mail.ru-NetBIOS.Session.Service_M']",2
362,0.3,"['udp/50002_L', 'udp/9803_M']",2
363,0.6666666666666666,"['Alibaba-Web_M', 'Alibaba-NetBIOS.Session.Service_H']",2
364,0.5,"['Hosting-Bulletproof.Hosting_H', 'tcp/4460_H']",2
365,0.4,"['CacheFly-CDN_H', 'Microsoft-Microsoft.Update_H']",2
366,0.6,"['tcp/7680_H', 'ADP-NetBIOS.Session.Service_L']",2
367,0.4,"['tcp/43133_M', 'Hurricane.Electric-Hurricane.Electric.Internet.Services_H']",2
368,0.4666666666666667,"['M247-M247.Hosting.Service_H', 'Tencent-VooV.Meeting_H']",2
369,0.4333333333333333,"['udp/62312_M', 'tcp/2345_H']",2
370,0.3,"['Apple-NetBIOS.Session.Service_H', 'Shopify-Shopify_H']",2
371,0.6666666666666666,"['ColoCrossing-ColoCrossing.Hosting.Service_H', 'tcp/8886_H']",2
372,0.3,"['Apple-Inbound_Email_H', 'GCore.Labs-CDN_M']",2
373,0.9,"['Cloudflare-Web_H', 'tcp/83_H']",2
374,0.3666666666666666,"['udp/52148_M', 'Salesforce-Web_M']",2
375,0.3333333333333333,"['Apple-Inbound_Email_H', 'tcp/25565_L']",2
376,0.4333333333333333,"['udp/51560_M', 'Yandex-NetBIOS.Session.Service_M']",2
377,0.3,"['TELNET_M', 'udp/53735_M']",2
378,0.3666666666666666,"['udp/137_H', 'udp/51560_H']",2
379,0.4333333333333333,"['NTP_H', 'Dailymotion-Web_H']",2
380,1.0,"['Microsoft-Skype_Teams_H', 'BuiltIn-Meta-Whatsapp_H']",2
381,0.4666666666666667,"['tcp/4444_H', 'udp/53698_H']",2
382,0.4333333333333333,"['tcp/83_H', 'Performive-Performive.Cloud_M']",2
383,0.3,"['Shopify-Shopify_H', 'GlobalSign-OCSP_H']",2
384,0.3333333333333333,"['tcp/14433_H', 'BuiltIn-Meta-Whatsapp_H']",2
385,0.3666666666666666,"['tcp/6881_M', 'Apple-NTP_H']",2
386,1.0,"['Tencent-DNS_H', 'Citrix-Web_H']",2
387,0.5666666666666667,"['Baidu-Web_H', 'Netflix-NetBIOS.Session.Service_M']",2
388,0.5,"['Apple-ICMP_H', 'udp/53698_H']",2
389,0.9333333333333332,"['tcp/7680_H', 'SSL_H']",2
390,0.4666666666666667,"['Blockchain-Crypto.Mining.Pool_H', 'udp/53698_H']",2
391,1.0,"['AnyDesk-AnyDesk_H', 'Microsoft-Office365.Published_H']",2
392,0.4666666666666667,"['ntp.org-NTP_H', 'Performive-Performive.Cloud_M']",2
393,0.4666666666666667,"['Performive-Performive.Cloud_L', 'Akamai-Linode.Cloud_H']",2
394,0.4,"['Box-Web_H', 'BuiltIn-Meta-Whatsapp_H']",2
395,0.8333333333333334,"['ServiceNow-NetBIOS.Session.Service_M', 'OVHcloud-OVHcloud_H']",2
396,0.5666666666666667,"['Oracle-NetBIOS.Session.Service_H', 'Cloudflare-Other_H']",2
397,0.8333333333333334,"['tcp/5000_H', 'udp/6002_H']",2
398,0.4,"['udp/50084_H', 'OVHcloud-OVH.Telecom_M']",2
399,0.3666666666666666,"['udp/54743_M', 'Alibaba-DingTalk_H']",2
400,0.9666666666666668,"['Oracle-NetBIOS.Session.Service_H', 'IKE_H']",2
401,0.3333333333333333,"['tcp/1443_M', 'Adobe-NetBIOS.Session.Service_M']",2
402,0.7,"['tcp/43133_M', 'Stark.Industries-Stark.Industries.Hosting.Service_M']",2
403,1.0,"['tcp/43133_M', 'AnyDesk-AnyDesk_H']",2
404,0.4333333333333333,"['SIP_L', 'udp/138_M']",2
405,0.3666666666666666,"['tcp/1_M', 'Avast-Avast.Security_H']",2
406,0.3,"['Shopify-Shopify_H', 'Baidu-Web_H']",2
407,0.8666666666666667,"['Cisco-Web_H', 'CDN77-CDN_H']",2
408,0.4666666666666667,"['Cisco-Webex.FedRAMP_M', 'tcp/853_H']",2
409,0.5,"['Zendesk-Zendesk.Suite_M', 'Meta-Whatsapp_H']",2
410,0.5666666666666667,"['Akamai-Linode.Cloud_H', 'udp/80_M']",2
411,0.4333333333333333,"['Cisco-DNS_H', 'tcp/34567_M']",2
412,0.6666666666666666,"['GCore.Labs-CDN_H', 'Rackspace-CDN_H']",2
413,0.7666666666666667,"['TELNET_M', 'tcp/8888_H']",2
414,0.5,"['Intuit-Web_M', 'tcp/2345_H']",2
415,0.5333333333333333,"['Blockchain-Crypto.Mining.Pool_H', 'Edgio-CDN_M']",2
416,0.9,"['INAP-INAP_H', 'Yandex-Web_H']",2
417,0.5666666666666667,"['Pinterest-Web_H', 'Meta-NetBIOS.Session.Service_M']",2
418,0.8333333333333334,"['ByteDance-Lark_H', 'HTTPS_H']",2
419,0.8333333333333334,"['Apple-NetBIOS.Session.Service_H', 'Microsoft-WNS_M']",2
420,0.8,"['HTTP_H', 'tcp/18920_H']",2
421,0.3,"['tcp/48252_M', 'Alibaba-Other_M']",2
422,0.5333333333333333,"['tcp/1_H', 'tcp/83_H']",2
423,0.5,"['Zendesk-Zendesk.Suite_M', 'Google-DNS_H']",2
424,0.3,"['udp/58625_L', 'Hosting-Bulletproof.Hosting_H']",2
425,0.3,"['udp/58625_L', 'udp/51896_H']",2
426,0.3,"['Genesys-PureCloud_L', 'Adobe-Adobe.Experience.Cloud_H']",2
427,0.3333333333333333,"['Tencent-VooV.Meeting_M', 'SpaceX-Starlink_M']",2
428,0.7666666666666667,"['udp/8765_H', 'TELNET_M']",2
429,0.3333333333333333,"['SIP_L', 'udp/52148_M']",2
430,0.4333333333333333,"['SIP_L', 'Oracle-NetBIOS.Session.Service_H']",2
431,0.5666666666666667,"['LinkedIn-Web_H', 'mail.ru-NetBIOS.Session.Service_L']",2
432,0.3333333333333333,"['Cloudflare-ICMP_L', 'EGI-EGI.Hosting.Service_M']",2
433,0.8666666666666667,"['Ingenuity-Ingenuity.Cloud.Service_M', 'tcp/8080_H']",2
434,0.8666666666666667,"['Alibaba-Alibaba.Cloud_H', 'Ingenuity-Ingenuity.Cloud.Service_M']",2
435,0.3,"['LogMeIn-NetBIOS.Session.Service_L', 'Yandex-Web_H']",2
436,0.9333333333333332,"['Microsoft-Web_H', 'Kaspersky-Web_H']",2
437,0.4666666666666667,"['Cato-Cato.Cloud_L', 'Vultr-Vultr.Cloud_H']",2
438,0.7333333333333333,"['Vultr-Vultr.Cloud_H', 'Salesforce-Web_M']",2
439,0.7666666666666667,"['udp/8765_H', 'udp/8993_M']",2
440,0.5333333333333333,"['Zoho-NetBIOS.Session.Service_L', 'Google-ICMP_H']",2
441,0.3,"['udp/55901_H', 'Sectigo-Sectigo_H']",2
442,0.9666666666666668,"['INAP-INAP_H', 'Sony-PlayStation.Network_H']",2
443,0.9666666666666668,"['Apple-Other_H', 'Valve-Steam_H']",2
444,0.9333333333333332,"['tcp/8728_M', 'Vultr-Vultr.Cloud_H']",2
445,0.3666666666666666,"['Apple-Web_H', 'OVHcloud-OVH.Telecom_L']",2
446,1.0,"['HTTP_H', 'Hosting-Bulletproof.Hosting_H']",2
447,0.7,"['Pinterest-Web_H', 'Alibaba-Other_M']",2
448,0.4,"['udp/443_H', 'Fortinet-NetBIOS.Session.Service_L']",2
449,0.3666666666666666,"['Spotify-Spotify_M', 'tcp/2345_H']",2
450,0.3666666666666666,"['Cloudflare-Other_M', 'Alibaba-Alibaba.Cloud_H']",2
451,0.3,"['Adobe-Adobe.Experience.Cloud_H', 'tcp/47328_L']",2
452,0.5,"['tcp/30192_H', 'GoDaddy-Web_M']",2
453,0.8333333333333334,"['udp/6002_H', 'Avast-Avast.Security_H']",2
454,0.3,"['udp/21909_M', 'tcp/83_H']",2
455,0.5,"['SpaceX-Starlink_M', 'CacheFly-CDN_M']",2
456,0.3,"['Google-ICMP_H', 'tcp/48252_M']",2
457,0.5666666666666667,"['udp/49304_H', 'M247-M247.Hosting.Service_H']",2
458,0.9666666666666668,"['Apple-Other_H', 'CDN77-CDN_H']",2
459,1.0,"['Cloudflare-CDN_H', 'Google-ICMP_H']",2
460,0.3,"['udp/12885_L', 'Apple-APNs_H']",2
461,0.4,"['udp/54743_M', 'Avast-Avast.Security_H']",2
462,0.8333333333333334,"['ServiceNow-NetBIOS.Session.Service_M', 'Cloudflare-NTP_H']",2
463,0.3,"['tcp/58625_M', 'udp/53698_H']",2
464,0.3333333333333333,"['Pinterest-Web_H', 'udp/6881_M']",2
465,0.3,"['tcp/2083_L', 'Baidu-DNS_H']",2
466,0.5333333333333333,"['udp/52148_M', 'GlobalSign-OCSP_H']",2
467,0.3333333333333333,"['Alibaba-Alibaba.Cloud_H', 'mail.ru-NetBIOS.Session.Service_M']",2
468,0.4,"['Tencent-NetBIOS.Session.Service_H', 'udp/39414_L']",2
469,0.3,"['tcp/9200_L', 'Microsoft-Microsoft.Update_H']",2
470,0.6666666666666666,"['tcp/39670_H', 'Amazon-Web_M']",2
471,0.3333333333333333,"['ESET-Eset.Service_M', 'OVHcloud-OVH.Telecom_L']",2
